 frequency       db(v(Z))       
 3.01124382e+05 -6.45872566e+01 
 3.22737121e+05 -6.52090261e+01 
 3.45901082e+05 -6.58337804e+01 
 3.70727600e+05 -6.64619790e+01 
 3.97336004e+05 -6.70941546e+01 
 4.25854184e+05 -6.77309243e+01 
 4.56419214e+05 -6.83730038e+01 
 4.89178001e+05 -6.90212237e+01 
 5.24288000e+05 -6.96765475e+01 
 5.61917965e+05 -7.03400938e+01 
 6.02248763e+05 -7.10131602e+01 
 6.45474242e+05 -7.16972508e+01 
 6.91802164e+05 -7.23941067e+01 
 7.41455200e+05 -7.31057390e+01 
 7.94672007e+05 -7.38344631e+01 
 8.51708369e+05 -7.45829330e+01 
 9.12838427e+05 -7.53541734e+01 
 9.78356002e+05 -7.61516053e+01 
