 frequency       db(v(Z))        ph(v(Z))       
 9.18958684e+00 -2.71800060e-02 -5.75748752e-03 
 9.84915531e+00 -2.72013445e-02 -6.17071225e-03 
 1.05560633e+01 -2.72258558e-02 -6.61359321e-03 
 1.13137085e+01 -2.72540118e-02 -7.08825840e-03 
 1.21257325e+01 -2.72863543e-02 -7.59698842e-03 
 1.29960383e+01 -2.73235058e-02 -8.14222740e-03 
 1.39288090e+01 -2.73661813e-02 -8.72659472e-03 
 1.49285279e+01 -2.74152021e-02 -9.35289750e-03 
 1.60000000e+01 -2.74715114e-02 -1.00241441e-02 
 1.71483754e+01 -2.75361930e-02 -1.07435584e-02 
 1.83791737e+01 -2.76104914e-02 -1.15145952e-02 
 1.96983106e+01 -2.76958363e-02 -1.23409568e-02 
 2.11121266e+01 -2.77938698e-02 -1.32266107e-02 
 2.26274170e+01 -2.79064779e-02 -1.41758080e-02 
 2.42514651e+01 -2.80358271e-02 -1.51931042e-02 
 2.59920767e+01 -2.81844056e-02 -1.62833805e-02 
 2.78576180e+01 -2.83550712e-02 -1.74518669e-02 
 2.98570557e+01 -2.85511061e-02 -1.87041668e-02 
 3.20000000e+01 -2.87762803e-02 -2.00462837e-02 
 3.42967508e+01 -2.90349230e-02 -2.14846490e-02 
 3.67583474e+01 -2.93320065e-02 -2.30261524e-02 
 3.93966212e+01 -2.96732408e-02 -2.46781738e-02 
 4.22242531e+01 -3.00651829e-02 -2.64486173e-02 
 4.52548340e+01 -3.05153625e-02 -2.83459481e-02 
 4.85029301e+01 -3.10324256e-02 -3.03792311e-02 
 5.19841534e+01 -3.16262991e-02 -3.25581718e-02 
 5.57152361e+01 -3.23083803e-02 -3.48931604e-02 
 5.97141115e+01 -3.30917538e-02 -3.73953181e-02 
 6.40000000e+01 -3.39914393e-02 -4.00765459e-02 
 6.85935016e+01 -3.50246766e-02 -4.29495768e-02 
 7.35166947e+01 -3.62112512e-02 -4.60280301e-02 
 7.87932425e+01 -3.75738676e-02 -4.93264688e-02 
 8.44485063e+01 -3.91385754e-02 -5.28604596e-02 
 9.05096680e+01 -4.09352572e-02 -5.66466350e-02 
 9.70058603e+01 -4.29981857e-02 -6.07027589e-02 
 1.03968307e+02 -4.53666597e-02 -6.50477929e-02 
 1.11430472e+02 -4.80857288e-02 -6.97019646e-02 
 1.19428223e+02 -5.12070195e-02 -7.46868375e-02 
 1.28000000e+02 -5.47896747e-02 -8.00253798e-02 
 1.37187003e+02 -5.89014208e-02 -8.57420335e-02 
 1.47033389e+02 -6.36197776e-02 -9.18627807e-02 
 1.57586485e+02 -6.90334276e-02 -9.84152055e-02 
 1.68897013e+02 -7.52437617e-02 -1.05428551e-01 
 1.81019336e+02 -8.23666198e-02 -1.12933766e-01 
 1.94011721e+02 -9.05342442e-02 -1.20963543e-01 
 2.07936613e+02 -9.98974634e-02 -1.29552333e-01 
 2.22860944e+02 -1.10628124e-01 -1.38736351e-01 
 2.38856446e+02 -1.22921785e-01 -1.48553542e-01 
 2.56000000e+02 -1.37000680e-01 -1.59043524e-01 
 2.74374006e+02 -1.53116957e-01 -1.70247484e-01 
 2.94066779e+02 -1.71556191e-01 -1.82208027e-01 
 3.15172970e+02 -1.92641141e-01 -1.94968958e-01 
 3.37794025e+02 -2.16735728e-01 -2.08574998e-01 
 3.62038672e+02 -2.44249168e-01 -2.23071408e-01 
 3.88023441e+02 -2.75640191e-01 -2.38503513e-01 
 4.15873227e+02 -3.11421200e-01 -2.54916118e-01 
 4.45721888e+02 -3.52162241e-01 -2.72352783e-01 
 4.77712892e+02 -3.98494556e-01 -2.90854967e-01 
 5.12000000e+02 -4.51113465e-01 -3.10461016e-01 
 5.48748013e+02 -5.10780273e-01 -3.31204991e-01 
 5.88133558e+02 -5.78322813e-01 -3.53115347e-01 
 6.30345940e+02 -6.54634225e-01 -3.76213467e-01 
 6.75588050e+02 -7.40669520e-01 -4.00512073e-01 
 7.24077344e+02 -8.37439471e-01 -4.26013567e-01 
 7.76046882e+02 -9.46001417e-01 -4.52708341e-01 
 8.31746454e+02 -1.06744664e+00 -4.80573156e-01 
 8.91443777e+02 -1.20288412e+00 -5.09569666e-01 
 9.55425783e+02 -1.35342071e+00 -5.39643203e-01 
 1.02400000e+03 -1.52013793e+00 -5.70721958e-01 
 1.09749603e+03 -1.70406618e+00 -6.02716652e-01 
 1.17626712e+03 -1.90615710e+00 -6.35520825e-01 
 1.26069188e+03 -2.12725553e+00 -6.69011813e-01 
 1.35117610e+03 -2.36807256e+00 -7.03052447e-01 
 1.44815469e+03 -2.62916134e+00 -7.37493463e-01 
 1.55209376e+03 -2.91089730e+00 -7.72176551e-01 
 1.66349291e+03 -3.21346428e+00 -8.06937894e-01 
 1.78288755e+03 -3.53684760e+00 -8.41612023e-01 
 1.91085157e+03 -3.88083459e+00 -8.76035774e-01 
 2.04800000e+03 -4.24502262e+00 -9.10052110e-01 
 2.19499205e+03 -4.62883391e+00 -9.43513602e-01 
 2.35253423e+03 -5.03153610e+00 -9.76285389e-01 
 2.52138376e+03 -5.45226687e+00 -1.00824749e+00 
 2.70235220e+03 -5.89006125e+00 -1.03929638e+00 
 2.89630938e+03 -6.34387963e+00 -1.06934591e+00 
 3.10418753e+03 -6.81263521e+00 -1.09832746e+00 
 3.32698582e+03 -7.29521946e+00 -1.12618953e+00 
 3.56577511e+03 -7.79052491e+00 -1.15289690e+00 
 3.82170313e+03 -8.29746437e+00 -1.17842934e+00 
 4.09600000e+03 -8.81498670e+00 -1.20278010e+00 
 4.38998410e+03 -9.34208889e+00 -1.22595433e+00 
 4.70506846e+03 -9.87782480e+00 -1.24796733e+00 
 5.04276752e+03 -1.04213108e+01 -1.26884295e+00 
 5.40470440e+03 -1.09717290e+01 -1.28861201e+00 
 5.79261875e+03 -1.15283278e+01 -1.30731086e+00 
 6.20837506e+03 -1.20904217e+01 -1.32498009e+00 
 6.65397163e+03 -1.26573888e+01 -1.34166338e+00 
 7.13155021e+03 -1.32286679e+01 -1.35740652e+00 
 7.64340627e+03 -1.38037548e+01 -1.37225663e+00 
 8.19200000e+03 -1.43821986e+01 -1.38626138e+00 
 8.77996821e+03 -1.49635973e+01 -1.39946852e+00 
 9.41013692e+03 -1.55475934e+01 -1.41192539e+00 
 1.00855350e+04 -1.61338702e+01 -1.42367855e+00 
 1.08094088e+04 -1.67221475e+01 -1.43477357e+00 
 1.15852375e+04 -1.73121782e+01 -1.44525483e+00 
 1.24167501e+04 -1.79037446e+01 -1.45516533e+00 
 1.33079433e+04 -1.84966553e+01 -1.46454671e+00 
 1.42631004e+04 -1.90907421e+01 -1.47343913e+00 
 1.52868125e+04 -1.96858578e+01 -1.48188132e+00 
 1.63840000e+04 -2.02818734e+01 -1.48991056e+00 
 1.75599364e+04 -2.08786761e+01 -1.49756278e+00 
 1.88202738e+04 -2.14761673e+01 -1.50487256e+00 
 2.01710701e+04 -2.20742612e+01 -1.51187327e+00 
 2.16188176e+04 -2.26728830e+01 -1.51859709e+00 
 2.31704750e+04 -2.32719677e+01 -1.52507517e+00 
 2.48335002e+04 -2.38714590e+01 -1.53133769e+00 
 2.66158865e+04 -2.44713080e+01 -1.53741395e+00 
 2.85262009e+04 -2.50714728e+01 -1.54333253e+00 
 3.05736251e+04 -2.56719173e+01 -1.54912135e+00 
 3.27680000e+04 -2.62726106e+01 -1.55480782e+00 
 3.51198728e+04 -2.68735267e+01 -1.56041893e+00 
 3.76405477e+04 -2.74746438e+01 -1.56598136e+00 
 4.03421401e+04 -2.80759438e+01 -1.57152163e+00 
 4.32376352e+04 -2.86774122e+01 -1.57706618e+00 
 4.63409500e+04 -2.92790377e+01 -1.58264150e+00 
 4.96670005e+04 -2.98808119e+01 -1.58827428e+00 
 5.32317730e+04 -3.04827296e+01 -1.59399148e+00 
 5.70524017e+04 -3.10847879e+01 -1.59982050e+00 
 6.11472501e+04 -3.16869869e+01 -1.60578928e+00 
 6.55360000e+04 -3.22893292e+01 -1.61192647e+00 
 7.02397456e+04 -3.28918205e+01 -1.61826151e+00 
 7.52810954e+04 -3.34944689e+01 -1.62482481e+00 
 8.06842803e+04 -3.40972861e+01 -1.63164788e+00 
 8.64752704e+04 -3.47002865e+01 -1.63876347e+00 
 9.26819000e+04 -3.53034884e+01 -1.64620577e+00 
 9.93340009e+04 -3.59069139e+01 -1.65401050e+00 
 1.06463546e+05 -3.65105896e+01 -1.66221516e+00 
 1.14104803e+05 -3.71145467e+01 -1.67085913e+00 
 1.22294500e+05 -3.77188220e+01 -1.67998393e+00 
 1.31072000e+05 -3.83234587e+01 -1.68963338e+00 
 1.40479491e+05 -3.89285069e+01 -1.69985378e+00 
 1.50562191e+05 -3.95340247e+01 -1.71069419e+00 
 1.61368561e+05 -4.01400799e+01 -1.72220663e+00 
 1.72950541e+05 -4.07467503e+01 -1.73444633e+00 
 1.85363800e+05 -4.13541266e+01 -1.74747195e+00 
 1.98668002e+05 -4.19623130e+01 -1.76134592e+00 
 2.12927092e+05 -4.25714304e+01 -1.77613468e+00 
 2.28209607e+05 -4.31816182e+01 -1.79190898e+00 
 2.44589001e+05 -4.37930377e+01 -1.80874421e+00 
 2.62144000e+05 -4.44058752e+01 -1.82672071e+00 
 2.80958983e+05 -4.50203465e+01 -1.84592414e+00 
 3.01124382e+05 -4.56367008e+01 -1.86644578e+00 
 3.22737121e+05 -4.62552271e+01 -1.88838289e+00 
 3.45901082e+05 -4.68762599e+01 -1.91183907e+00 
 3.70727600e+05 -4.75001874e+01 -1.93692460e+00 
 3.97336004e+05 -4.81274597e+01 -1.96375667e+00 
 4.25854184e+05 -4.87585994e+01 -1.99245968e+00 
 4.56419214e+05 -4.93942139e+01 -2.02316541e+00 
 4.89178001e+05 -5.00350087e+01 -2.05601301e+00 
 5.24288000e+05 -5.06818045e+01 -2.09114888e+00 
 5.61917965e+05 -5.13355551e+01 -2.12872632e+00 
 6.02248763e+05 -5.19973690e+01 -2.16890476e+00 
 6.45474242e+05 -5.26685327e+01 -2.21184860e+00 
 6.91802164e+05 -5.33505374e+01 -2.25772543e+00 
 7.41455200e+05 -5.40451065e+01 -2.30670342e+00 
 7.94672007e+05 -5.47542240e+01 -2.35894783e+00 
 8.51708369e+05 -5.54801624e+01 -2.41461626e+00 
 9.12838427e+05 -5.62255060e+01 -2.47385252e+00 
 9.78356002e+05 -5.69931669e+01 -2.53677896e+00 
