 frequency       db(v(Z))        ph(v(Z))       
 1.63840000e+04 -3.12755440e+00 -8.15067512e-01 
 1.75599364e+04 -3.44685463e+00 -8.50851883e-01 
 1.88202738e+04 -3.78682343e+00 -8.86495467e-01 
 2.01710701e+04 -4.14709607e+00 -9.21845278e-01 
 2.16188176e+04 -4.52712935e+00 -9.56757683e-01 
 2.31704750e+04 -4.92622119e+00 -9.91101502e-01 
 2.48335002e+04 -5.34353464e+00 -1.02476049e+00 
 2.66158865e+04 -5.77812474e+00 -1.05763510e+00 
 2.85262009e+04 -6.22896662e+00 -1.08964355e+00 
 3.05736251e+04 -6.69498320e+00 -1.12072217e+00 
 3.27680000e+04 -7.17507116e+00 -1.15082517e+00 
 3.51198728e+04 -7.66812436e+00 -1.17992384e+00 
 3.76405477e+04 -8.17305390e+00 -1.20800546e+00 
 4.03421401e+04 -8.68880461e+00 -1.23507187e+00 
 4.32376352e+04 -9.21436799e+00 -1.26113788e+00 
 4.63409500e+04 -9.74879161e+00 -1.28622970e+00 
 4.96670005e+04 -1.02911855e+01 -1.31038329e+00 
 5.32317730e+04 -1.08407259e+01 -1.33364288e+00 
 5.70524017e+04 -1.13966566e+01 -1.35605955e+00 
 6.11472501e+04 -1.19582888e+01 -1.37769000e+00 
 6.55360000e+04 -1.25249992e+01 -1.39859545e+00 
 7.02397456e+04 -1.30962277e+01 -1.41884069e+00 
 7.52810954e+04 -1.36714741e+01 -1.43849338e+00 
 8.06842803e+04 -1.42502939e+01 -1.45762338e+00 
 8.64752704e+04 -1.48322954e+01 -1.47630227e+00 
 9.26819000e+04 -1.54171350e+01 -1.49460303e+00 
 9.93340009e+04 -1.60045139e+01 -1.51259978e+00 
 1.06463546e+05 -1.65941749e+01 -1.53036763e+00 
 1.14104803e+05 -1.71858984e+01 -1.54798259e+00 
 1.22294500e+05 -1.77795006e+01 -1.56552165e+00 
 1.31072000e+05 -1.83748301e+01 -1.58306276e+00 
 1.40479491e+05 -1.89717665e+01 -1.60068505e+00 
 1.50562191e+05 -1.95702183e+01 -1.61846890e+00 
 1.61368561e+05 -2.01701219e+01 -1.63649626e+00 
 1.72950541e+05 -2.07714407e+01 -1.65485080e+00 
 1.85363800e+05 -2.13741651e+01 -1.67361825e+00 
 1.98668002e+05 -2.19783119e+01 -1.69288669e+00 
 2.12927092e+05 -2.25839258e+01 -1.71274684e+00 
 2.28209607e+05 -2.31910800e+01 -1.73329248e+00 
 2.44589001e+05 -2.37998782e+01 -1.75462075e+00 
 2.62144000e+05 -2.44104569e+01 -1.77683256e+00 
 2.80958983e+05 -2.50229887e+01 -1.80003298e+00 
 3.01124382e+05 -2.56376857e+01 -1.82433164e+00 
 3.22737121e+05 -2.62548049e+01 -1.84984313e+00 
 3.45901082e+05 -2.68746536e+01 -1.87668736e+00 
 3.70727600e+05 -2.74975966e+01 -1.90498996e+00 
 3.97336004e+05 -2.81240644e+01 -1.93488262e+00 
 4.25854184e+05 -2.87545630e+01 -1.96650330e+00 
 4.56419214e+05 -2.93896859e+01 -1.99999646e+00 
 4.89178001e+05 -3.00301271e+01 -2.03551310e+00 
 5.24288000e+05 -3.06766972e+01 -2.07321056e+00 
 5.61917965e+05 -3.13303415e+01 -2.11325218e+00 
 6.02248763e+05 -3.19921606e+01 -2.15580648e+00 
 6.45474242e+05 -3.26634331e+01 -2.20104593e+00 
 6.91802164e+05 -3.33456410e+01 -2.24914505e+00 
 7.41455200e+05 -3.40404963e+01 -2.30027781e+00 
 7.94672007e+05 -3.47499679e+01 -2.35461388e+00 
 8.51708369e+05 -3.54763064e+01 -2.41231381e+00 
 9.12838427e+05 -3.62220659e+01 -2.47352281e+00 
 9.78356002e+05 -3.69901154e+01 -2.53836293e+00 
